date_,time_,title,content
05-07-2022,12:00,Песков прокомментировал предложение Газпрома продавать СПГ за рубли,Пресс-секретарь президента РФ Дмитрий Песков во вторник 5 июля на брифинге прокомментировал отношение Кремля к предложению Газпрома продавать сниженный природный газ (СПГ) за рубли 
04-07-2022,15:00,В Газпроме предложили перейти на оплату СПГ в рублях,Газпром предложил перейти на оплату экспорта российского сжиженного природного газа (СПГ) в недружественные страны в рублях 
30-06-2022,22:00,Путин подписал указ о специальных мерах в ТЭК,Президент России Владимир Путин подписал указ о специальных мерах в топливно-энергетическом комплексе (ТЭК) в связи с недружественными действиями иностранных государств 
30-06-2022,17:00,Три российские компании отменили дивиденды акционерам в 2022 году Главное,В четверг 30 июня состоялись годовые собрания акционеров (ГОСы) ПАО Газпром Сбербанк и Россети на которых были приняты решения по вопросам о распределении прибыли и о выплате дивидендов за 2021 год 
30-06-2022,14:00,Эксперты рассказали о рисках для Газпрома из-за отказа выплачивать дивиденды,Дивиденды являются главным фактором привлекательности акций Газпрома 
30-06-2022,12:00,Акции Газпрома упали на 30 процентов после решения о невыплате дивидендов,Акции компании Газпром в моменте упали на 30 процентов после решения совета директоров о нецелесообразности выплаты дивидендов следует из данных Московской биржи 
30-06-2022,11:00,Акционеры Газпрома решили не выплачивать дивиденды за 2021 год,На годовом собрании акционеров ПАО Газпром были приняты решения по вопросам о распределении прибыли и о выплате дивидендов за 2021 год говорится в сообщении компании 
28-06-2022,15:00,В ГД оценили планы Польши выставить Газпрому счет за прекращение поставок газа,Возмущение Польши касательно остановки поставок газа из России непонятно ведь Варшава отказалась платить за российское сырье в рублях 
28-06-2022,14:00,Эксперт оценил планы Польши выставить счет Газпрому за прекращение поставок газа,Россия и Польша сейчас находятся в такой стадии конфликта когда угрозы Варшавы подать в суд на Газпром за прекращение поставок газа не играют такой роли которую они играли хотя бы полгода назад 
28-06-2022,13:00,Юрист оценила планы Польши выставить счет Газпрому за прекращение поставок газа,Адвокат специалист по гражданскому и международному праву Мария Ярмуш прокомментировала во вторник 28 июня намерение Варшавы выставить счет Газпрому за то что в страну перестали поставлять российский газ после отказа польской стороны оплачивать его в рублях 
28-06-2022,12:00,Польша потребует компенсацию от Газпрома за остановку поставок газа,Власти Польши намерены добиться от Газпрома компенсации за остановку поставок газа в республику так как считают решение российской компании неправомерным Об этом заявил 28 июня министр по контролю за госактивами Польши Яцек Сасин 
28-06-2022,11:00,Европейские компании ускорили темпы закачки газа в ПХГ,Европейские компании после некоторого снижения вновь ускорили темпы закачки газа в подземные хранилища (ПХГ) Это следует из данных Gas Infrastructure Europe (GIE) и сообщения компании Газпром которые приводятся по состоянию на вторник 28 июня 
27-06-2022,21:00,Газпром возобновил прокачку газа по Турецкому потоку,Газпром возобновил прокачку газа по Турецкому потоку Об этом в российской компании заявили 27 июня 
25-06-2022,19:00,Вучич заявил что российский газ обеспечил потребности Сербии на 62 процентов,Потребность в природном газе (ПГ) обеспечена на 62 процентов 
24-06-2022,16:00,Энергетик назвал три варианта решения проблемы с газом для Германии,Германия говоря о планах по 100-процентной заполненности газохранилищ к началу отопительного сезона озвучивает утопическую позицию потому что их не удастся заполнить полностью 
23-06-2022,16:00,Цена газа в Европе превысила долларов 1500 за тысячу кубометров впервые с марта,Спотовая цена на газ в Европе в четверг 23 июня превысила долларов 1500 за кубометр впервые с марта этого года когда котировки взлетали выше долларов 2 тысяч Об этом свидетельствуют данные лондонской биржи ICE 
23-06-2022,15:00,Энергетик предрек сокращение поставок газа в ФРГ по Северному потоку до нуля,Россия ежегодно делает профилактический ремонт трубопровода Северный поток – 1 приостанавливая в течение примерно пары недель прокачку газа однако в 2022 году это может иметь большее значение поскольку поставки уже сейчас ограничены на две третьих 
22-06-2022,22:00,Reuters указал на угрозу рецессии в Германии из-за кризиса газоснабжения,Германия и другие европейские страны могут столкнуться с экономическим упадком — рецессией — в случае полного прекращения импорта российского газа Об этом 22 июня сообщает агентство Reuters 
22-06-2022,14:00,Эксперт оценил инициативу ФАС обязать Газпром продавать 10 процентов газа на бирже,Развитие биржевой торговли природным газом нужно для либерализации этого рынка в том числе и для возможности независимых газовых компаний поставлять свою продукцию домохозяйствам поэтому необходимо давать возможность компаниям пользоваться единой сетью газоснабжения на рыночных условиях 
22-06-2022,10:00,ФАС предложила обязать Газпром продавать 10 процентов газа на бирже,Федеральная антимонопольная служба (ФАС) РФ предложила обязать Газпром продавать на бирже не менее 10 процентов от общего объема поставок топлива на внутренний рынок 
20-06-2022,14:00,В Германии предупредили о высоких ценах на газ в мире в ближайшие годы,Цены на газ и электроэнергию в Германии и в целом мире в общем будут высокими в течение нескольких лет после российской спецоперации по защите мирного населения Донбасса 
19-06-2022,11:00,Бизнес в Дании предупредили о кризисе газоснабжения,За последние три дня цены на газ выросли примерно на 50 процентов Последствия этого ощутили даже в Дании где бизнесу придется платить больше за производство и повышать стоимость продукции для потребителей пишет портал DP 
19-06-2022,23:00,Шольц пообещал устранить проблемы с Северным потоком,Канцлер Германии Олаф Шольц заявил что немецкое правительство сделает всё для устранения технических причин ограничения поставок газа по Северному потоку о чем он рассказал в субботу 18 июня 
18-06-2022,11:00,Газпром объявил о приостановке поставок газа по Турецкому потоку,Газпром с 21 по 28 июня приостановит поставки газа по двум ниткам Турецкого потока для техобслуживания Об этом в субботу 18 июня сообщили в пресс-службе компании 
18-06-2022,10:00,В Италии предупредили о тревоге из-за снижения поставок газа из РФ,Власти Италии рассматривают возможность объявить тревогу из-за снижения объема поставок российского газа Об этом 17 июня рассказало агентство ANSA 
18-06-2022,23:00,Финляндия объявила о закупках СПГ у России,Финляндия официально заявила о намерении закупать сжиженный природный газ (СПГ) по проекту Криогаз-Высоцк заявил в пятницу 17 июня глава Новатэка Леонид Михельсон во время Петербургского международного экономического форума (ПМЭФ) 
18-06-2022,22:00,Bloomberg рассказало о начале использования Европой газовых запасов на зиму,Сокращение поставок российского природного газа вынудило европейские страны использовать топливо из резервных хранилищ предназначенных для потребления в пик зимнего сезона Об этом в пятницу 17 июня сообщило агентство Bloomberg 
18-06-2022,21:00,Представитель Боснии и Герцеговины признал отсутствие альтернатив газу РФ,Российским энергоресурсам альтернатив нет завил сербский член Президиума Боснии и Герцеговины (БиГ) Милорад Додик в ходе переговоров с президентом РФ Владимиром Путиным на полях Петербургского международного экономического форума (ПМЭФ) 17 июня 
17-06-2022,11:00,Северный отток,Аналитик Александр Фролов — о том как ограничения прокачки по СП и авария на заводе Freeport LNG сказываются на газовом рынке Европы 
17-06-2022,11:00,Чижов назвал преждевременным решение поставить крест на СП-2,Ставить крест на проекте российского газопровода Северный поток — 2 преждевременно Об этом в пятницу 17 июня заявил постоянный представитель России при Евросоюзе Владимир Чижов 
17-06-2022,23:00,Эксперты предрекли газу в Европе подорожание до долларов 2 тысяч,Цены на газ в Европе в ближайший месяц могут по-прежнему расти на фоне снижения поставок Газпрома и достичь уровня долларов 2 тысяч за тысячу кубометров рассказали в пятницу 17 июня опрошенные Известиями эксперты 
17-06-2022,22:00,Дело с трубой: газу в Европе прогнозируют подорожание до долларов 2000,Как это отразится на экономиках западных стран и выиграет ли Россия от роста цен 
16-06-2022,18:00,Газпром и CNPC подписали соглашение о поставках российского газа в Китай,Заместитель председателя правления Газпрома Виталий Маркелов и вице-президент государственной китайской нефтегазовой компании CNPC Хуан Юнчжан подписали техническое соглашение по дальневосточному маршруту поставок газа из РФ в Китай 
16-06-2022,17:00,Газпром заявил о готовности Северного потока – 2 к экспорту газа в Европу,Газопровод Северный поток – 2 с технической точки зрения полностью готов для транспортировки газа в Европу 
16-06-2022,16:00,Миллер назвал ответственных за высокие цены на газ,Глава Газпрома Алексей Миллер заявил 16 июня что огромное спасибо за высокие цены на газ нужно сказать европейским регуляторам 
16-06-2022,15:00,В Госдуме оценили вероятность полной остановки Северного потока,Первый зампредседателя комитета Госдумы по энергетике Игорь Ананских выразил надежду на то что компания Siemens найдет возможность гарантийно отремонтировать оборудование в соответствии с контрактом 
16-06-2022,14:00,Новак заявил о переходе большинства европейских клиентов на оплату газа в рублях,Большинство европейских клиентов Газпрома перешли на оплату газа в рублях Об этом в четверг 16 июня заявил журналистам вице-премьер России Александр Новак на полях 25-го Петербургского международного экономического форума (ПМЭФ) 
16-06-2022,13:00,Приток газа в ФРГ по Северному потоку упал до 40 процентов от мощностей газопровода,Приток газа в Германию по Северному потоку снизился до 40 процентов от мощностей газопровода но ФРГ обеспечена энергобезопасность Об этом в четверг 16 июня сообщает Федеральное сетевое агентство ФРГ 
16-06-2022,13:00,Биржевая цена газа в Европе впервые с апреля превысила долларов 1500,Цены на газ в Европе впервые с начала апреля превысили долларов 15 тысяч за 1 тысяч кубометров Об этом свидетельствуют данные лондонской биржи ICE по состоянию 16 июня 
16-06-2022,13:00,Песков объяснил сокращение подачи газа в Европу последствиями санкций,Сокращение поставок газа из России в Европу связано с последствиями санкций Об этом 16 июня сообщил пресс-секретарь президента России Дмитрий Песков 
16-06-2022,13:00,Чижов назвал остановку Северного потока катастрофой для ФРГ,Проблемы с ремонтом турбин для Северного потока могут привести к остановке всего проекта Об этом 16 июня заявил постпред России при Евросоюзе Владимир Чижов 
16-06-2022,12:00,Французская Engie SA заявила о сокращении поставок газа из России,Французская энергокомпания Engie SA сообщила что Россия сократила поставки газа по Северному потоку Об этом в четверг 16 июня пишет Bloomberg 
16-06-2022,23:00,Открытие ПМЭФ совпало с резким ростом цен на газ в Европе,Открытие Международного экономического форума в Петербурге (ПМЭФ) 15 июня совпало с рекордным скачком цен на газ в Европе — перекачка голубого топлива по Северному потоку сокращена на треть 
16-06-2022,23:00,Трубная ситуация: Германия пытается сохранить поставки газа из РФ,Как страна переживает надвигающийся энергетический кризис 
15-06-2022,18:00,Оператор ГТС Украины выразил готовность увеличить транзит через Суджу,Оператор ГТС Украины готов увеличить объем транзита газа через газоизмерительную станцию Суджа Об этом 15 июня говорится в заявлении компании 
15-06-2022,17:00,Цены на газ в Европе поднялись выше долларов 1200 за 1 тысяч кубометров,Биржевые цены на газ в Европе 15 июня резко ускорили рост после сообщения Газпрома о сокращении поставок по газопроводу Северный поток Об этом свидетельствуют данные лондонской биржи ICE 
15-06-2022,16:00,Газпром остановит еще один агрегат на Северном потоке,Прокачка газа по Северному потоку снизится до 67 миллион кубометров в сутки из-за вынужденной остановки еще одного газотурбинного двигателя Siemens на компрессорной станции (КС) Портовая 
15-06-2022,14:00,Eni получила от Газпрома уведомление о сокращении поставок газа в Италию,Газпром уведомил итальянскую энергетическую компанию Eni об ограниченном сокращении поставок газа Об этом сообщили 15 июня в самой корпорации Италии 
15-06-2022,13:00,В Госдуме объяснили отказ Шольца от национализации Gazprom Germania,Канцлер Германии Олаф Шольц решил отказаться от идеи национализировать бывшее немецкое подразделение Газпрома Gazprom Germania Gmbh чтобы не переходить черту 
15-06-2022,11:00,Bloomberg узнало об отказе Шольца от национализации Gazprom Germania,Канцлер Германии Олаф Шольц отказался от идеи полностью национализировать бывшее немецкое подразделение Газпрома Gazprom Germania Gmbh хотя министр экономики ФРГ Роберт Хабек выступал за то чтобы концерн полностью принадлежал Германии 
14-06-2022,14:00,Газпром снизит поставки по Северному потоку до 100 миллион кубометров,Поставки природного газа по трубопроводу Северный поток будут сокращены до 100 миллион кубометров с плановых 167 кубометров Об этом Газпром заявил во вторник 14 июня 
13-06-2022,20:00,Германия планирует выделить до евро 10 миллиард на спасение Gazprom Germania,Власти Германии планируют выделить до евро 10 миллиард на спасение принадлежавшей российскому Газпрому Gazprom Germania Об этом в понедельник 13 июня сообщает агентство Bloomberg со ссылкой на источники 
05-06-2022,23:00,Энергетическая мини-империя: сколько газа нужно Польше для удовлетворения амбиций,В нынешней ситуации Варшава видит для себя не только вызов но и окно возможностей 
01-06-2022,21:00,Молдавия прорабатывает возможность пересмотра контракта с Газпромом,Молдавия прорабатывает возможность пересмотра контракта с Газпромом на поставку газа Об этом 1 июня на брифинге сообщила премьер-министр страны Наталья Гаврилица 
01-06-2022,15:00,Остановка поставок газа для Shell не повлияла на ситуацию с газоснабжением в ФРГ,Решение Газпрома остановить поставки газа британской энергетической компании Shell Energy Europe из-за неоплаты в рублях не сказалось на ситуации с газоснабжением в Германии 
01-06-2022,14:00,Аналитик оценил потери РФ от прекращения поставок газа Дании и ФРГ,Потеря любых рынков сбыта неприятна для Газпрома но объемы которые компания перестает поставлять в Европу в целом компенсируются высокими ценами на голубое топливо 
01-06-2022,13:00,Посол заявил об отсутствии у России планов навязывать голландцам поставки газа,Россия не собирается навязывать голландской стороне поставки своего газа страна найдет другие рынки сбыта Об этом российский посол в Нидерландах Александр Шульгин заявил в среду 1 июня 
01-06-2022,12:00,В Газпроме заявили о росте поставок газа российским потребителям в мае,Поставки газа российским потребителям в мае выросли почти на 18 процентов из-за холодной погоды сообщила в среду 1 июня пресс-служба Газпрома 
01-06-2022,11:00,Стоимость российского газа для Молдавии снизится на долларов 40,Цена российского газа для Молдавии в июне снизится с долларов 920 до долларов 880 за 1 тысяч кубометров Об этом сообщил 1 июля председатель правления газораспределительной компании Молдовагаз Вадим Чебан 
31-05-2022,21:00,В Болгарии заявили о попадании в газовую ловушку,Болгария не может перекрыть газопровод Балканский поток так как авансом получила плату за транзит российского газа на ближайшие два года 
31-05-2022,19:00,Британская Shell отказалась платить за поставки газа в Германию рублями,Российский Газпром с 1 июня приостановит поставки газа для британской Shell Energy Europe в Германию Такое решение принято из-за отсутствия платежа за апрель в рублях сообщила во вторник 31 мая пресс-служба Газпрома 
31-05-2022,18:00,Uniper сделала первый платеж по предложенной Россией схеме оплаты газа,Немецкая энергетическая компания Uniper выполнила первый платеж за газ по схеме предложенной Москвой Об этом сообщил во вторник 31 мая деловой портал finanzen net со ссылкой на компанию 
31-05-2022,17:00,Газпром подтвердил прекращение поставок в Данию из-за отказа платить в рублях,Компания Газпром подтвердила прекращение поставок в Данию в связи с отказом компании Orsted платить за газ по новой системе Об этом сообщили во вторник 31 мая в Газпром Экспорт 
31-05-2022,12:00,Газпром подтвердил прекращение поставок газа нидерландской GasTerra,Российский Газпром 31 мая подтвердил полное прекращение поставок газа нидерландской компании GasTerra из-за неоплаты за апрель в рублях Об этом сообщила пресс-служба Газпрома в Telegram 
30-05-2022,19:00,Газпром прекратит поставки газа нидерландской GasTerra из-за неоплаты в рублях,Газпром экспорт с 31 мая приостановит поставки газа нидерландскому трейдеру GasTerra из-за неоплаты за апрель Об этом в понедельник 30 мая сообщили в пресс-службе компании 
30-05-2022,18:00,В ГД предрекли Дании покупку газа РФ в Германии с 15-процентой наценкой,Дания покупала не так много газа у России поэтому если она прекратит это делать напрямую то будет приобретать российское голубое топливо в Германии но уже с наценкой переплачивая примерно 15 процентов ради своего принципа 
30-05-2022,17:00,Нидерландская GasTerra отказалась платить за российский газ в рублях,Нидерландская компания GasTerra отказалась оплачивать российский газ в рублях Об этом 30 мая компания сообщила на официальном сайте 
27-05-2022,19:00,Канцлер Австрии сообщил о возможной потере Газпромом газохранилища в Зальцбурге,Российский Газпром потеряет подземное газохранилище Хайдах в Зальцбурге в Австрии если не будет его использовать Об этом 27 мая канцлер Австрии Карл Нехаммер сообщил президенту РФ Владимиру Путину в ходе телефонного разговора 
26-05-2022,19:00,Дави на газ: как в России переходят на отечественное газовое оборудование,Импортозамещение в отрасли началось десять лет назад и достигло почти 100 процентов 
26-05-2022,23:00,Власти Молдавии заинтересовались пересмотром контракта с Газпромом,Молдавия заинтересована в пересмотре контракта с российской компанией Газпром по вопросу оплаты газа Соответствующую позицию республики выразил 25 мая министр инфраструктуры и регионального развития Андрей Спыну в интервью телеканалу Jurnal TV 
25-05-2022,21:00,Газ с Ямал СПГ разрешили поставлять в адрес Gazprom Marketing & Trading,Правительство РФ разрешило поставки сжиженного природного газа с Ямал СПГ в адрес Gazprom Marketing &amp; Trading Singapore 
24-05-2022,10:00,Власти Молдавии помогли Молдовагазу расплатиться с Газпромом,Правительство Молдавии купило у газораспределительной компании Молдовагаз резервный объем голубого топлива таким образом предоставив компании возможность расплатиться с российским Газпромом в мае 
21-05-2022,14:00,Балтийский гамбит: чем решила пожертвовать Финляндия ради членства в НАТО,За выбор властей граждане этой страны могут заплатить дважды 
21-05-2022,12:00,Газпром подтвердил полное прекращение поставок газа в Финляндию,Российский Газпром подтвердил полное прекращение поставок газа в Финляндию с 21 мая из-за неоплаты в рублях 
20-05-2022,18:00,Газпром экспорт подтвердил прекращение поставок газа в Финляндию с 21 мая,Газпром экспорт подтвердил прекращение поставок газа в Финляндию с утра 21 мая из-за неуплаты 
20-05-2022,14:00,Поставки газа из России в Финляндию прекратятся 21 мая,Поставки российского газа в Финляндию прекратятся в 7:00 мск 21 мая Об этом сообщает в пятницу 20 мая финская государственная газовая компания Gasum после получения соответствующего уведомления от ООО Газпром экспорт 
19-05-2022,16:00,Юристы оценили возможность Газпрома выиграть дело по иску польской PGNiG,В случае с иском польской газовой компании PGNiG к Газпрому и Газпром экспорту с требованием выплат процентов за переплаты за поставки в 2014–2020 годах нужно быть готовым к худшему сценарию не совсем благоприятному для российской стороны 
19-05-2022,12:00,Польская PGNiG подала новый иск к Газпрому,Польская газовая компания PGNiG потребовала от российского Газпрома и ООО Газпром экспорт выплаты процентов по долларов 15 миллиард переплаты за поставки в 2014–2020 годах Об этом 19 мая сообщил Интерфакс со ссылкой на отчет компании 
17-05-2022,18:00,Газпром построил более 93 процентов участка газопровода Сила Сибири,Газпром построил более 93 процентов участка газопровода Сила Сибири Об этом 17 мая сообщили в пресс-службе компании по итогам состоявшейся в Санкт-Петербурге встречи главы Газпрома Алексея Миллера и губернатора Иркутской области Игоря Кобзева 
17-05-2022,16:00,Энергетик раскрыл схему оплаты российского газа западными партнерами в рублях,Новые правила оплаты российского природного газа оставляют определенные возможности для маневра поэтому было добавлено звено в виде Газпромбанка Об этом рассказал Известиям независимый энергетический эксперт Валдис Плявиньш во вторник 17 мая 
17-05-2022,14:00,Французская Engie будет платить за российский газ в евро,Французская энергокомпания Engie будет производить оплату за российский газ в евро в соответствии с рекомендацией Еврокомиссии (ЕК) Об этом заявила во вторник 17 мая глава концерна Катрин Макгрегор 
16-05-2022,12:00,Заявка на транзит газа через Украину упала более чем на 25 процентов,Заявка российского Газпрома на транзит газа через Украину на понедельник 16 мая составила 468 миллион кубометров что на 25 процентов ниже показателя воскресенья Об этом говорится 16 мая в сообщении на сайте Оператора ГТС Украины 
13-05-2022,23:00,Молдавия заявила об оплате российского газа в евро,В настоящий момент Молдавия платит Газпрому в евро за поставки газа Об этом в пятницу 13 мая сообщил председатель правления компании Молдовагаз Вадим Чебан 
13-05-2022,12:00,В Кремле опровергли заявления СМИ о прекращении поставок газа в Финляндию,Заявления СМИ о прекращении поставок газа Газпромом в Финляндию — газетная утка Об этом заявил 13 мая официальный представитель Кремля Дмитрий Песков 
13-05-2022,12:00,Песков назвал естественным требование РФ к Молдавии вернуть долги за газ,Официальный представитель Кремля Дмитрий Песков на брифинге в пятницу 13 мая прокомментировал высказывание президента Молдавии Майи Санду о требовании РФ погасить все газовые долги начиная с 1994 года 
12-05-2022,23:00,Канцлер Австрии пригрозил отнять у Газпрома газовое хранилище,Канцлер Австрии Карл Нехаммер пригрозил отнять у российской транснациональной энергетической компании Газпром подземное хранилище Хайдах расположенное в Зальцбурге Об этом 12 мая сообщает издание Kronen Zeitung 
12-05-2022,23:00,Итальянская Eni заявила о готовности оплачивать газ в рублях,Итальянская нефтегазовая компания Eni намерена продолжить закупать российский газ в мае даже если оплата будет производиться в рублях Об этом в четверг 12 мая сообщает Bloomberg со ссылкой на источники 
12-05-2022,19:00,Эксперт оценила открытие компаниями ЕС счетов для оплаты газа в рублях,Газпрому невыгодно раскрывать названия компаний которые приняли условия по оплате российского газа в рублях чтобы не выставлять их в негативном свете в зарубежном медиаполе и сотрудничество можно было бы продолжать 
12-05-2022,16:00,Киев отклонил заявку Газпрома на прокачку газа через Сохрановку,Украина отклонила заявку Газпрома на прокачку российского газа через газоизмерительную станцию (ГИС) Сохрановку в Европу Об этом сообщил в четверг 12 мая официальный представитель корпорации Сергей Куприянов 
12-05-2022,15:00,Газпром подтвердил запрет на транзит газа через польский участок Ямала–Европы,Газпрому запрещено использовать принадлежащий EuRoPol GAZ польский участок трубопровода Ямал–Европа для транспортировки газа сообщил официальный представитель Газпрома Сергей Куприянов 
12-05-2022,14:00,В Госдуме предрекли ФРГ нехватку газа в отопительный сезон,Первый зампред комитета Госдумы по энергетике Игорь Ананских заявил Известиям в среду 4 мая что на лето Германии хватит ограниченного количества газа включая поставки сжиженного природного газа (СПГ) но его будет категорически недостаточно когда наступит отопительный сезон 
12-05-2022,13:00,В Германии сообщили о неполучении газа дочерними компаниями Газпрома,Ряд дочерних предприятий экс-дочки Газпрома Gazprom Germania GmbH не получают газ из-за санкций которые Россия ввела в отношении Запада 
12-05-2022,12:00,Песков назвал блокирующими санкции против ряда зарубежных энергокомпаний,Официальный представитель Кремля Дмитрий Песков в четверг 12 мая на брифинге заявил что зарубежные энергетические компании подпавшие под ответные санкции Москвы больше не смогут участвовать в процессе поставок газа из России 
11-05-2022,19:00,Энергоэксперт заявил об отсутствии выгоды для Болгарии от поставок СПГ из США,Нет гарантий что при поставках сжиженного природного газа (СПГ) США Болгарии этот ресурс будет дешевле чем российский газ 
11-05-2022,17:00,Болгария заявила о договоренности с США по поставкам СПГ,Болгария договорилась с США о поставках сжиженного природного газа (СПГ) Об этом сообщается на сайте правительства республики 
11-05-2022,16:00,Эксперт рассказал о причинах роста цен на газ в Европе до долларов 11 тысяч за кубометр,Рост цен на газ в Европе связан с рисками прерывания транзита через Украину — если ситуация с его передачей через газораспределительную станцию Сохрановка в Луганской области не разрешится то скорее всего поставки Газпрома через нее прекратятся 
11-05-2022,15:00,Объемы поступающего в ФРГ через Украину газа сократились на четверть,Объемы газа поступающего в ФРГ через Украину сократились за день почти на 25 процентов они компенсируются за счет поставок из Норвегии и Нидерландов Об этом 11 мая на своем сайте сообщил регулятор Германии Федеральное сетевое агентство 
